_id,question,answer,incorrect1,incorrect2,incorrect3
119,dhana,wealth ,gold ,foot of a tree ,lotus 
120,dhañña,corn ,gold ,beak ,song 
121,bīja,seed ,truth ,"wage, pay ","root, money "
122,dussa,cloth ,drinking water ,lotus ,foot of a tree 
123,cīvara,robe ,mind ,song ,beak 
124,mūla,"root, money ","shop, bazaar ",evil ,seed 
125,rukkhamūla,foot of a tree ,merit ,wealth ,cloth 
126,tuṇḍa,beak ,"evil, sin ",corn ,robe 
127,vetana,"wage, pay ","deed, action ",seed ,evil 
128,paduma,lotus ,good ,cloth ,wealth 
129,gīta,song ,evil ,robe ,corn 
130,suvaṇṇa,gold ,wealth ,"shop, bazaar ","evil, sin "
131,hirañña,gold ,corn ,merit ,"deed, action "
132,sacca,truth ,seed ,"evil, sin ",good 
133,pānīya,drinking water ,cloth ,"deed, action ","shop, bazaar "
134,citta,mind ,robe ,good ,merit 
135,kaññā,girl,sand,retinue,tongue
136,dārikā,girl,box,"faith, devotion",thirst
137,gaṅgā,river Ganges,garland,neck,hunger
138,nāvā,ship,liquor,tongue,retinue
139,ammā,mother,branch,thirst,"faith, devotion"
140,paññā,wisdom,deity,hunger,neck
141,sālā,hall,retinue,sand,liquor
142,bhariyā,wife,"faith, devotion",box,branch
143,sabhā,assembly,neck,garland,deity
144,kathā,speech,tongue,liquor,sand
145,latā,creeper,thirst,branch,box
146,guhā,cave,hunger,deity,garland
147,chāyā,shadow,girl,wife,creeper
148,vālukā,sand,girl,assembly,cave
149,mañjūsā,box,river Ganges,speech,shadow
150,mālā,garland,ship,creeper,wife
151,surā,liquor,mother,cave,assembly
152,sākhā,branch,wisdom,shadow,speech
153,devatā,deity,hall,girl,ship
154,parisā,retinue,wife,girl,mother
155,saddhā,"faith, devotion",assembly,river Ganges,wisdom
156,gīvā,neck,speech,ship,hall
157,jivhā,tongue,creeper,mother,girl
158,pipāsā,thirst,cave,wisdom,girl
159,khudā,hunger,shadow,hall,river Ganges
160,aṅguli,finger,woman,banana,queen
161,aṭavi,forest,woman,brahmin woman,queen
162,ratti,night,young woman,cow,girl
163,doṇi,boat,sister,queen,banana
164,yuvati,maiden,tank,queen,brahmin woman
165,yaṭṭhi,walking stick,pond,girl,cow
166,asani,thunderbolt,banana,woman,sister
167,nāḷi,unit of measure,brahmin woman,woman,tank
168,rasmi,ray,cow,young woman,pond
169,iddhi,psychic power,queen,sister,woman
170,sammajjani,broom,queen,tank,woman
171,nadī,river,girl,pond,young woman
172,nārī,woman,finger,thunderbolt,psychic power
173,itthī,woman,forest,unit of measure,broom
174,taruṇī,young woman,night,ray,river
175,bhaginī,sister,boat,psychic power,thunderbolt
176,vāpī,tank,maiden,broom,unit of measure
177,pokkharaṇī,pond,walking stick,river,ray
178,kadalī,banana,thunderbolt,finger,boat
179,brāhmaṇī,brahmin woman,unit of measure,forest,maiden
180,gāvī,cow,ray,night,walking stick
181,rājinī,queen,psychic power,boat,finger
182,devī,queen,broom,maiden,forest
183,kumārī,girl,river,walking stick,night
184,yāgu,gruel,cow-elephant,lightning,mother-in-law
185,kāsu,pit,"element, relic",rope,daughter-in-law
186,vijju,lightning,mother-in-law,eczema,cow
187,rajju,rope,daughter-in-law,gruel,cow-elephant
188,daddu,eczema,cow,pit,"element, relic"
189,kaṇeru,cow-elephant,gruel,mother-in-law,lightning
190,dhātu,"element, relic",pit,daughter-in-law,rope
191,sassu,mother-in-law,lightning,cow,eczema
192,vadhu,daughter-in-law,rope,cow-elephant,gruel
193,dhenu ,cow,eczema,"element, relic",pit
194,aggi,fire,paddy,householder,gem
195,muni / isi,sage,monkey,"lord, leader",sword
196,kavi,poet,serpent,guest,heap
197,ari,enemy,leopard,illness,hand
198,bhūpati,king,sun,ocean,belly
199,pati,"husband, master",mountain,(hidden) treasure,"fist, hammer"
200,gahapati,householder,gem,fire,paddy
201,adhipati,"lord, leader",sword,sage,monkey
202,atithi,guest,heap,poet,serpent
203,vyādhi,illness,hand,enemy,leopard
204,udadhi,ocean,belly,king,sun
205,nidhi,(hidden) treasure,"fist, hammer","husband, master",mountain
206,vīhi,paddy,fire,gem,householder
207,kapi,monkey,sage,sword,"lord, leader"
208,ahi,serpent,poet,heap,guest
209,dīpi,leopard,enemy,hand,illness
210,ravi,sun,king,belly,ocean
211,giri,mountain,"husband, master","fist, hammer",(hidden) treasure
212,maṇi,gem,householder,paddy,fire
213,asi,sword,"lord, leader",monkey,sage
214,rāsi,heap,guest,serpent,poet
215,pāṇi,hand,illness,leopard,enemy
216,kucchi,belly,ocean,sun,king
217,muṭṭhi,"fist, hammer",(hidden) treasure,mountain,"husband, master"
218,pakkhī ,bird,philanthropist,tree,daughter
219,hatthī / karī,elephant,benevolent man,arm,"bone, seed"
220,sāmī,"lord, husband",moderate or abstemious man,sea,water
221,seṭṭhī,banker,teacher,axe,eye
222,sukhī,one who is happy,doer,beast,ghee
223,mantī,minister,goer,rat,curds
224,sikhī,peacock,hearer,sugar cane,flame
225,pāṇī,living being,giver,bamboo,thigh
226,dāṭhī,tusker,leader,spoon,eye
227,dīghajīvī,one with long life,sayer,enemy,bow
228,balī,powerful one,victor,bridge,honey
229,vaḍḍhakī,carpenter,disciplinarian,banner,tear
230,sārathī,charioteer,knower,young one,knee
231,kuṭṭhī,leper,husband,wise man,firewood
232,pāpakārī,evil doer,grandson,eminent person,water
233,garu,teacher,father,omniscient one,wealth
234,bhikkhu,monk,brother,wise man,"ground, base, site, estate"
235,bandhu,relation,mother,bird,philanthropist
236,taru,tree,daughter,elephant,benevolent man
237,bahu,arm,"bone, seed","lord, husband",moderate or abstemious man
238,sindhu,sea,water,banker,teacher
239,pharasu,axe,eye,one who is happy,doer
240,pasu,beast,ghee,minister,goer
241,ākhu,rat,curds,peacock,hearer
242,ucchu,sugar cane,flame,living being,giver
243,veḷu,bamboo,thigh,tusker,leader
244,kaṭacchu,spoon,eye,one with long life,sayer
245,sattu,enemy,bow,powerful one,victor
246,setu,bridge,honey,carpenter,disciplinarian
247,ketu,banner,tear,charioteer,knower
248,susu,young one,knee,leper,husband
249,vidū ,wise man,firewood,evil doer,grandson
250,pabhū,eminent person,water,teacher,father
251,sabbaññū,omniscient one,wealth,monk,brother
252,viññū,wise man,"ground, base, site, estate",relation,mother
253,vadaññū,philanthropist,bird,daughter,tree
254,atthaññū,benevolent man,elephant,"bone, seed",arm
255,mattaññū,moderate or abstemious man,"lord, husband",water,sea
256,satthu / satthar,teacher,banker,eye,axe
257,kattu,doer,one who is happy,ghee,beast
258,gantu,goer,minister,curds,rat
259,sotu,hearer,peacock,flame,sugar cane
260,dātu,giver,living being,thigh,bamboo
261,netu,leader,tusker,eye,spoon
262,vattu,sayer,one with long life,bow,enemy
263,jetu,victor,powerful one,honey,bridge
264,vinetu,disciplinarian,carpenter,tear,banner
265,viññātu,knower,charioteer,knee,young one
266,bhattu,husband,leper,firewood,wise man
267,nattu,grandson,evil doer,water,eminent person
268,pitu / pitar,father,teacher,wealth,omniscient one
269,bhātu / bhātar,brother,monk,"ground, base, site, estate",wise man
270,mātu / mātar,mother,relation,philanthropist,bird
271,dhītu / duhitu,daughter,tree,benevolent man,elephant
272,"Aṭṭhi = bone, seed","bone, seed",arm,moderate or abstemious man,"lord, husband"
273,vāri,water,sea,teacher,banker
274,akkhi,eye,axe,doer,one who is happy
275,sappi,ghee,beast,goer,minister
276,dadhi,curds,rat,hearer,peacock
277,acci,flame,sugar cane,giver,living being
278,satthi,thigh,bamboo,leader,tusker
279,cakkhu,eye,spoon,sayer,one with long life
280,dhanu,bow,enemy,victor,powerful one
281,madhu,honey,bridge,disciplinarian,carpenter
282,assu,tear,banner,knower,charioteer
283,jāṇu / jaṇṇu,knee,young one,husband,leper
284,dāru,firewood,wise man,grandson,evil doer
285,ambu,water,eminent person,father,teacher
286,vasu,wealth,omniscient one,brother,monk
287,vatthu,"ground, base, site, estate",wise man,mother,relation
