_id,question,answer,incorrect1,incorrect2,incorrect3
62,of whom (int gen-s-fem),"kassā, kāya","tassā, tāya",kaṃ,taṃ
63,on whom (int loc-s-fem),"kassaṃ, kāyaṃ","tassaṃ, tāyaṃ",kāya,tāya
64,they who (rel nom-p-masc),ye,ke,yehi,kehi
65,they who (rel acc-p-masc) ,ye,ke,yesaṃ(yesānaṃ),kesaṃ (kesānaṃ)
66,by they who (rel ins-p-masc),yehi,kehi,yesaṃ(yesānaṃ),kesaṃ (kesānaṃ)
67,from they who (rel abl-p-masc),yehi,kehi,yesu,kesu
68,for they who (rel dat-p-masc),yesaṃ(yesānaṃ),kesaṃ (kesānaṃ),ye,ke
69,of they who (rel gen-p-masc),yesaṃ(yesānaṃ),kesaṃ (kesānaṃ),ye,ke
70,on they who (rel loc-p-masc),yesu,kesu,yehi,kehi
71,"they, those (dem nom-p-masc)",te,ye,tehi,yehi
72,"they, those (dem acc-p-masc) ",te,ye,tesaṃ (tesānaṃ),yesaṃ(yesānaṃ)
73,"by they, those (dem ins-p-masc)",tehi,yehi,tesaṃ (tesānaṃ),yesaṃ(yesānaṃ)
74,"from they, those (dem abl-p-masc)",tehi,yehi,tesu,yesu
75,"for they, those (dem dat-p-masc)",tesaṃ (tesānaṃ),yesaṃ(yesānaṃ),te,ye
76,"of they, those (dem gen-p-masc)",tesaṃ (tesānaṃ),yesaṃ(yesānaṃ),te,ye
77,"on they, those (dem loc-p-masc)",tesu,yesu,tehi,yehi
78,who (int nom-p-masc),ke,te,kehi,tehi
79,whom (int acc-p-masc) ,ke,te,kesaṃ (kesānaṃ),tesaṃ (tesānaṃ)
80,by whom (int ins-p-masc),kehi,tehi,kesaṃ (kesānaṃ),tesaṃ (tesānaṃ)
81,from whom (int abl-p-masc),kehi,tehi,kesu,tesu
82,for whom (int dat-p-masc),kesaṃ (kesānaṃ),tesaṃ (tesānaṃ),ke,te
83,of whom (int gen-p-masc),kesaṃ (kesānaṃ),tesaṃ (tesānaṃ),ke,te
84,on whom (int loc-p-masc),kesu,tesu,kehi,tehi
85,those which (rel nom-p-neut),"yāni, ye","kāni, ke",yehi,kehi
86,those which (rel acc-p-neut) ,"yāni, ye","kāni, ke",yesaṃ(yesānaṃ),kesaṃ (kesānaṃ)
87,by those which (rel ins-p-neut),yehi,kehi,yesaṃ(yesānaṃ),kesaṃ (kesānaṃ)
88,from those which (rel abl-p-neut),yehi,kehi,yesu,kesu
89,for those which (rel dat-p-neut),yesaṃ(yesānaṃ),kesaṃ (kesānaṃ),"yāni, ye","kāni, ke"
90,of those which (rel gen-p-neut),yesaṃ(yesānaṃ),kesaṃ (kesānaṃ),"yāni, ye","kāni, ke"
91,on those which (rel loc-p-neut),yesu,kesu,yehi,kehi
92,those (dem nom-p-neut),"tāni, te","yāni, ye",tehi,yehi
93,those (dem acc-p-neut) ,"tāni, te","yāni, ye",tesaṃ (tesānaṃ),yesaṃ(yesānaṃ)
94,by those (dem ins-p-neut),tehi,yehi,tesaṃ (tesānaṃ),yesaṃ(yesānaṃ)
95,from those (dem abl-p-neut),tehi,yehi,tesu,yesu
96,for those (dem dat-p-neut),tesaṃ (tesānaṃ),yesaṃ(yesānaṃ),"tāni, te","yāni, ye"
97,of those (dem gen-p-neut),tesaṃ (tesānaṃ),yesaṃ(yesānaṃ),"tāni, te","yāni, ye"
98,on those (dem loc-p-neut),tesu,yesu,tehi,yehi
99,which (int nom-p-neut),"kāni, ke","tāni, te",kehi,tehi
100,which (int acc-p-neut) ,"kāni, ke","tāni, te",kesaṃ (kesānaṃ),tesaṃ (tesānaṃ)
101,by which (int ins-p-neut),kehi,tehi,kesaṃ (kesānaṃ),tesaṃ (tesānaṃ)
102,from which (int abl-p-neut),kehi,tehi,kesu,tesu
103,for which (int dat-p-neut),kesaṃ (kesānaṃ),tesaṃ (tesānaṃ),"kāni, ke","tāni, te"
104,of which (int gen-p-neut),kesaṃ (kesānaṃ),tesaṃ (tesānaṃ),"kāni, ke","tāni, te"
105,on which (int loc-p-neut),kesu,tesu,kehi,tehi
106,they who (rel nom-p-fem),"yā, yāyo","kā, kāyo",yāhi,kāhi
107,they who (rel acc-p-fem) ,"yā, yā","kā, kāyo",yāsaṃ (yāsānaṃ),kāsaṃ(kāsānaṃ)
108,by they who (rel ins-p-fem),yāhi,kāhi,yāsaṃ (yāsānaṃ),kāsaṃ(kāsānaṃ)
109,from they who (rel abl-p-fem),yāhi,kāhi,yāsu,kāsu
110,for they who (rel dat-p-fem),yāsaṃ (yāsānaṃ),kāsaṃ(kāsānaṃ),"yā, yāyo","kā, kāyo"
111,of they who (rel gen-p-fem),yāsaṃ (yāsānaṃ),kāsaṃ(kāsānaṃ),"yā, yā","kā, kāyo"
112,on they who (rel loc-p-fem),yāsu,kāsu,yāhi,kāhi
113,"they, those (dem nom-p-fem)","tā, tāyo","yā, yāyo",tāhi,yāhi
114,"they, those (dem acc-p-fem) ","yo tā, tāyo","yā, yā",tāsaṃ (tāsānaṃ),yāsaṃ (yāsānaṃ)
115,"by they, those (dem ins-p-fem)",tāhi,yāhi,tāsaṃ (tāsānaṃ),yāsaṃ (yāsānaṃ)
116,"from they, those (dem abl-p-fem)",tāhi,yāhi,tāsu,yāsu
117,"for they, those (dem dat-p-fem)",tāsaṃ (tāsānaṃ),yāsaṃ (yāsānaṃ),"tā, tāyo","yā, yāyo"
118,"of they, those (dem gen-p-fem)",tāsaṃ (tāsānaṃ),yāsaṃ (yāsānaṃ),"yo tā, tāyo","yā, yā"
119,"on they, those (dem loc-p-fem)",tāsu,yāsu,tāhi,yāhi
120,who (int nom-p-fem),"kā, kāyo","tā, tāyo",kāhi,tāhi
121,whom (int acc-p-fem) ,"kā, kāyo","yo tā, tāyo",kāsaṃ(kāsānaṃ),tāsaṃ (tāsānaṃ)
122,by whom (int ins-p-fem),kāhi,tāhi,kāsaṃ(kāsānaṃ),tāsaṃ (tāsānaṃ)
123,from whom (int abl-p-fem),kāhi,tāhi,kāsu,tāsu
124,for whom (int dat-p-fem),kāsaṃ(kāsānaṃ),tāsaṃ (tāsānaṃ),"kā, kāyo","tā, tāyo"
125,of whom (int gen-p-fem),kāsaṃ(kāsānaṃ),tāsaṃ (tāsānaṃ),"kā, kāyo","yo tā, tāyo"
126,on whom (int loc-p-fem),kāsu,tāsu,kāhi,tāhi
127,some man:  ----- puriso,koci,kenaci,kāyaci,kāci
128,by some man: ----- purisena,kenaci,kāci,kenci,kāyaci
129,some fruit: ----- phalaṃ,kiñci,kāyaci,kāci,kenaci
130,by some fruit: ----- phalena,kenaci,koci,kiñci,kenci
131,some woman: ----- itthi,kāci,kenaci,koci,kiñci
132,"by, to, of, on some woman: ----- itthiyā",kāyaci,kiñci,kenaci,koci
133,(rel adv) where,yattha,tathā,kutra ,kathaṃ
134,(rel adv) where,yatra,tasmā,kuto ,kasmā 
135,"(rel adv) whence, where",yato ,tadā,kathaṃ,kadā
136,"(rel adv) how, in what manner",yathā,tena,kasmā ,kutra 
137,(rel adv) because,yasmā,tāva,kadā,kuto 
138,(rel adv) when,yadā,kattha ,tathā,tena
139,(rel adv) where,yena ,kutra ,tasmā,tāva
140,(rel adv) how long,yāva,kuto ,tadā,kattha 
141,(dem adv) there,tattha,kathaṃ,tena,tathā
142,(dem adv) there,tatra,kasmā ,tāva,tasmā
143,"(dem adv) thence, therefore",tato,kadā,kattha ,tadā
144,(dem adv) in that manner,tathā,yattha,yena ,tattha
145,(dem adv) therefore,tasmā,yatra,yāva,tatra
146,(dem adv) then,tadā,yato ,tattha,tato
147,(dem adv) there,tena,yathā,tatra,yena 
148,(dem adv) so long,tāva,yasmā,tato,yāva
149,(int adv) where,kattha ,yadā,yattha,yathā
150,(int adv) where,kutra ,yena ,yatra,yasmā
151,(int adv) whence,kuto ,yāva,yato ,yadā
152,(int adv) how,kathaṃ,tattha,yathā,yattha
153,(int adv) why,kasmā ,tatra,yasmā,yatra
154,(int adv) when,kadā,tato,yadā,yato 
