_id,question,answer,incorrect1,incorrect2,incorrect3
41,Nāriyo na icchiṃsu.,The women did not wish.,The young women did not wish.,The queen did not wish.,The queens did not wish.
42,yuvatiyā puṭṭhaṃ pañhaṃ vyākātuṃ asakkonto ,unable to explain the question asked by the maiden...,unable to explain the question asked by the sister...,unable to reveal the broom concealed by the maiden...,unable to reveal the broom concealed by the maidens...
43,ammā na ussahi,mother did not try,the queen did not try,mother tried,mother explained
44,bhaginiyā dussena veṭhetvā mañcasmiṃ ṭhapitaṃ bhaṇḍaṃ,the goods wrapped in cloth and kept on the bed by sister,the goods wrapped in cloth and kept on the bed by the queen,the goods concealed in cloth and kept on the bed by sister,the walking stick concealed in cloth and kept on the bed by sister
45,Tumhe magge sayantaṃ kukkuraṃ viheṭhetha.,Harass the dog sleeping on the road.,Harass the cow sleeping on the road.,Release the dog sleeping on the road.,Release the dogs sleeping on the road.
46,Sappuriso amacco bhūpālaṃ ārocesi.,The virtuous minister informed the king.,The virtuous girl informed the king.,The virtuous minister informed the queen.,The virtuous ministers informed the king.
47,kumāro suvaṃ hatthamhā muñcitvā,"having released the parrot from (his) hand, the boy...","having released the parrot from (her) hand, the girl...","having harassed the parrot with (his) hand, the boy...","having harassed the parrots with (their) hands, the girls..."
48,saddhāya dānaṃ dadamānā kusalaṃ karontā,giving alms with faith and doing meritorious deeds...,sending alms with faith and doing meritorious deeds...,sending alms with faith and not doing meritorious deeds...,giving alms without faith and doing meritorious deeds...
49,kumāro mañjūsaṃ vivaritvā,"the boy, having opened the box...","the young woman, having opened the box...","the boy, having concealed the box...","the boys, having concealed the box..."
50,earth (nom-s),bhūmi,bhūmiyā,"bhūmī, bhūmiyo",bhūmīsu
51,o earth (voc-s),bhūmi,bhūmiyā,"bhūmī, bhūmiyo",bhūmīsu
52,earth (acc-s),bhūmiṃ,bhūmiyā,"bhūmī, bhūmiyo",bhūmīsu
53,by the earth (ins-s),bhūmiyā,bhūmi,"bhūmīhi, (bhūmībhi)",bhūmīsu
54,from the earth (abl-s),bhūmiyā,bhūmi,"bhūmīhi, (bhūmībhi)",bhūmīsu
55,for the earth (dat-s),bhūmiyā,bhūmi,bhūmīnaṃ,bhūmīsu
56,of the earth (gen-s),bhūmiyā,bhūmiṃ,bhūmīnaṃ,bhūmīsu
57,at the earth (loc-s),"bhūmiyā, bhūmiyaṃ",bhūmi,bhūmīsu,bhūmīsa
58,earth (nom-p),"bhūmī, bhūmiyo","bhūmīhi, (bhūmībhi)",bhūmiyā,bhūmīsu
59,o earth (voc-p),"bhūmī, bhūmiyo",bhūmīnaṃ,bhūmiyā,bhūmīsu
60,earth (acc-p),"bhūmī, bhūmiyo",bhūmīnaṃ,bhūmiṃ,bhūmīsu
61,by the earth (ins-p),"bhūmīhi, (bhūmībhi)",bhūmīsu,bhūmiyā,bhūmīsa
62,from the earth (abl -p),"bhūmīhi, (bhūmībhi)","bhūmī, bhūmiyo",bhūmiyā,bhūmīsu
63,for the earth (dat-p),bhūmīnaṃ,"bhūmī, bhūmiyo",bhūmiyā,bhūmīsu
64,of the earth (gen-p),bhūmīnaṃ,"bhūmī, bhūmiyo",bhūmiyā,bhūmīsu
65,at the earth (loc-p),bhūmīsu,"bhūmīhi, (bhūmībhi)","bhūmiyā, bhūmiyaṃ",bhūmīsa
