_id,question,answer,incorrect1,incorrect2,incorrect3
90,sikhī,peacock,hearer,sugar cane,flame
91,pāṇī,living being,giver,bamboo,thigh
92,dāṭhī,tusker,leader,spoon,eye
93,dīghajīvī,one with long life,sayer,enemy,bow
94,balī,powerful one,victor,bridge,honey
95,vaḍḍhakī,carpenter,disciplinarian,banner,tear
96,sārathī,charioteer,knower,young one,knee
97,kuṭṭhī,leper,husband,wise man,firewood
98,pāpakārī,evil doer,grandson,eminent person,water
99,garu,teacher,father,omniscient one,wealth
100,bhikkhu,monk,brother,wise man,"ground, base, site, estate"
101,bandhu,relation,mother,bird,philanthropist
102,taru,tree,daughter,elephant,benevolent man
103,bahu,arm,"bone, seed","lord, husband",moderate or abstemious man
104,sindhu,sea,water,banker,teacher
105,pharasu,axe,eye,one who is happy,doer
106,pasu,beast,ghee,minister,goer
107,ākhu,rat,curds,peacock,hearer
108,ucchu,sugar cane,flame,living being,giver
109,veḷu,bamboo,thigh,tusker,leader
110,kaṭacchu,spoon,eye,one with long life,sayer
111,sattu,enemy,bow,powerful one,victor
112,setu,bridge,honey,carpenter,disciplinarian
113,ketu,banner,tear,charioteer,knower
114,susu,young one,knee,leper,husband
115,vidū ,wise man,firewood,evil doer,grandson
116,pabhū,eminent person,water,teacher,father
117,sabbaññū,omniscient one,wealth,monk,brother
118,viññū,wise man,"ground, base, site, estate",relation,mother
119,vadaññū,philanthropist,bird,daughter,tree
120,atthaññū,benevolent man,elephant,"bone, seed",arm
121,mattaññū,moderate or abstemious man,"lord, husband",water,sea
122,satthu / satthar,teacher,banker,eye,axe
123,kattu,doer,one who is happy,ghee,beast
124,gantu,goer,minister,curds,rat
125,sotu,hearer,peacock,flame,sugar cane
126,dātu,giver,living being,thigh,bamboo
127,netu,leader,tusker,eye,spoon
128,vattu,sayer,one with long life,bow,enemy
129,jetu,victor,powerful one,honey,bridge
130,vinetu,disciplinarian,carpenter,tear,banner
131,viññātu,knower,charioteer,knee,young one
132,bhattu,husband,leper,firewood,wise man
133,nattu,grandson,evil doer,water,eminent person
134,pitu / pitar,father,teacher,wealth,omniscient one
135,bhātu / bhātar,brother,monk,"ground, base, site, estate",wise man
136,mātu / mātar,mother,relation,philanthropist,bird
137,dhītu / duhitu,daughter,tree,benevolent man,elephant
138,"Aṭṭhi = bone, seed","bone, seed",arm,moderate or abstemious man,"lord, husband"
139,vāri,water,sea,teacher,banker
140,akkhi,eye,axe,doer,one who is happy
141,sappi,ghee,beast,goer,minister
142,dadhi,curds,rat,hearer,peacock
143,acci,flame,sugar cane,giver,living being
144,satthi,thigh,bamboo,leader,tusker
145,cakkhu,eye,spoon,sayer,one with long life
146,dhanu,bow,enemy,victor,powerful one
147,madhu,honey,bridge,disciplinarian,carpenter
148,assu,tear,banner,knower,charioteer
149,jāṇu / jaṇṇu,knee,young one,husband,leper
150,dāru,firewood,wise man,grandson,evil doer
151,ambu,water,eminent person,father,teacher
152,vasu,wealth,omniscient one,brother,monk
153,vatthu,"ground, base, site, estate",wise man,mother,relation
