_id,question,answer,incorrect1,incorrect2,incorrect3
50,phalaṃ,fruit (acc-s),leaf (nom-s),forest (nom-s),goods (acc-s)
51,nayanāni,eye (nom-p),grass (acc-p),"virtue, precept (acc-p)",flower (nom-p)
52,locanāni,eye (nom-p),milk (acc-p),"alms, charity (acc-p)",flower (nom-p)
53,udakāni,water (nom-p),"city, town (acc-p)",object (acc-p),house (nom-p)
54,jalāni,water (nom-p),park (acc-p),door (acc-p),house (nom-p)
55,araññāni,forest (nom-p),field (acc-p),cloth (acc-p),seat (nom-p)
56,vanāni,O forest (voc-p),O goods (voc-p),fruit (acc-p),leaf (nom-p)
57,pupphāni,flower (nom-p),"virtue, precept (acc-p)",grass (acc-p),eye (nom-p)
58,kusumāni,O flower (voc-p),"O alms, O charity (voc-p)",milk (acc-p),eye (nom-p)
59,gehāni,house (nom-p),object (acc-p),"city, town (acc-p)",water (nom-p)
60,gharāni,house (nom-p),door (acc-p),park (acc-p),water (nom-p)
61,āsanāni,seat (nom-p),cloth (acc-p),field (acc-p),forest (nom-p)
62,paṇṇāni,leaf (nom-p),fruit (acc-p),goods (acc-p),forest (nom-p)
63,tiṇāni,grass (acc-p),eye (nom-p),O flower (voc-p),"virtue, precept (acc-p)"
64,khīrāni,milk (acc-p),eye (nom-p),flower (nom-p),"alms, charity (acc-p)"
65,nagarāni,"city, town (acc-p)",water (nom-p),house (nom-p),object (acc-p)
66,uyyānāni,park (acc-p),water (nom-p),house (nom-p),door (acc-p)
67,khettāni,field (acc-p),forest (nom-p),seat (nom-p),cloth (acc-p)
68,bhaṇḍāni,goods (acc-p),forest (nom-p),leaf (nom-p),O fruit (voc-p)
69,sīlāni,"O virtue, O precept (voc-p)",O flower (voc-p),eye (nom-p),grass (acc-p)
70,dānāni,"alms, charity (acc-p)",flower (nom-p),eye (nom-p),milk (acc-p)
71,rūpāni,object (acc-p),house (nom-p),water (nom-p),"city, town (acc-p)"
72,dvārāni,door (acc-p),house (nom-p),water (nom-p),park (acc-p)
73,vatthāni,cloth (acc-p),seat (nom-p),forest (nom-p),field (acc-p)
74,phalāni,fruit (acc-p),leaf (nom-p),forest (nom-p),goods (acc-p)
75,Kassako pupphāni āharati.,The farmer brings flowers.,The lay devotee brings flowers.,The farmer brings goats.,The lay devotee brings goats.
76,"Araññe goṇā vasanti, rukkhesu makkaṭā caranti.","Oxen live in the forest, monkeys move on the trees.","Deer live in the forest, monkeys move on the trees.","Oxen live in the mountains, monkeys move on the trees.","Deer live in the moountains, monkeys move on the trees."
77,Migā tiṇaṃ khādanti.,Deer eat grass.,Oxen eat grass.,Deer eat rice.,Oxen eat rice.
78,Vāṇijā nayanehi passanti.,Merchants see with eyes.,Men see with eyes.,Merchants play with flowers.,Men play with flowers.
79,Kumāro vihārasmiṃ āsane nisīdati.,The boy sits on a seat in the monastery.,The monk sits on a seat in the monastery.,The boy sits on a seat in the park.,The monk sits on a seat in the park.
80,Samaṇo uyyānamhā mātulassa kusumāni āharati.,The monk brings flowers from the park for the uncle.,The boy brings flowers from the park for the uncle.,The monk brings flowers from the monastery for the uncle.,The boy brings flowers from the monastery for the uncle.
