_id,question,answer,incorrect1,incorrect2,incorrect3
103,pāsādā,from the palace (abl-s),from the stairway (abl-s),from the serpent (abl-s),from the parrot (abl-s)
104,dārakā,from the child (abl-s),from the pig (abl-s),from the question (abl-s),from the washerman (abl-s)
105,sāṭakā,from the garment (abl-s),from the pig (abl-s),from the parrot (abl-s),from the serpent (abl-s)
106,rajakā,from the washerman (abl-s),from the fisherman (abl-s),from the lay devotee (abl-s),from the child (abl-s)
107,sappā,from the serpent (abl-s),from the fish (abl-s),from the palace (abl-s),from the garment (abl-s)
108,pañhā,from the question (abl-s),from the basket (abl-s),from the child (abl-s),from the lay devotee (abl-s)
109,sukā,from the parrot (abl-s),from the minister (abl-s),from the garment (abl-s),from the palace (abl-s)
110,suvā,from the parrot (abl-s),from the lay devotee (abl-s),from the fisherman (abl-s),from the basket (abl-s)
111,sopānā,from the stairway (abl-s),from the palace (abl-s),from the fish (abl-s),from the minister (abl-s)
112,sūkarā,from the pig (abl-s),from the child (abl-s),from the basket (abl-s),from the fisherman (abl-s)
113,varāhā,from the pig (abl-s),from the garment (abl-s),from the minister (abl-s),from the fish (abl-s)
114,dhīvaramhā,from the fisherman (abl-s),from the washerman (abl-s),from the parrot (abl-s),from the pig (abl-s)
115,macchamhā,from the fish (abl-s),from the serpent (abl-s),from the stairway (abl-s),from the pig (abl-s)
116,piṭakamhā,from the basket (abl-s),from the question (abl-s),from the pig (abl-s),from the parrot (abl-s)
117,amaccamhā,from the minister (abl-s),from the parrot (abl-s),from the pig (abl-s),from the stairway (abl-s)
118,upāsakamhā,from the lay devotee (abl-s),from the parrot (abl-s),from the washerman (abl-s),from the question (abl-s)
119,pāsādamhā,from the palace (abl-s),from the stairway (abl-s),from the serpent (abl-s),from the parrot (abl-s)
120,dārakamhā,from the child (abl-s),from the pig (abl-s),from the question (abl-s),from the washerman (abl-s)
121,sāṭakamhā,from the garment (abl-s),from the pig (abl-s),from the parrot (abl-s),from the serpent (abl-s)
122,rajakamhā,from the washerman (abl-s),from the fisherman (abl-s),from the lay devotee (abl-s),from the child (abl-s)
123,sappamhā,from the serpent (abl-s),from the fish (abl-s),from the palace (abl-s),from the garment (abl-s)
124,pañhamhā,from the question (abl-s),from the basket (abl-s),from the child (abl-s),from the lay devotee (abl-s)
125,sukamhā,from the parrot (abl-s),from the minister (abl-s),from the garment (abl-s),from the palace (abl-s)
126,suvamhā,from the parrot (abl-s),from the lay devotee (abl-s),from the fisherman (abl-s),from the basket (abl-s)
127,sopānamhā,from the stairway (abl-s),from the palace (abl-s),from the fish (abl-s),from the minister (abl-s)
128,sūkaramhā,from the pig (abl-s),from the child (abl-s),from the basket (abl-s),from the fisherman (abl-s)
129,varāhamhā,from the pig (abl-s),from the garment (abl-s),from the minister (abl-s),from the fish (abl-s)
130,dhīvarasmā,from the fisherman (abl-s),from the washerman (abl-s),from the parrot (abl-s),from the pig (abl-s)
131,macchasmā,from the fish (abl-s),from the serpent (abl-s),from the stairway (abl-s),from the pig (abl-s)
132,piṭakasmā,from the basket (abl-s),from the question (abl-s),from the pig (abl-s),from the parrot (abl-s)
133,amaccasmā,from the minister (abl-s),from the parrot (abl-s),from the pig (abl-s),from the stairway (abl-s)
134,upāsakasmā,from the lay devotee (abl-s),from the parrot (abl-s),from the washerman (abl-s),from the question (abl-s)
135,pāsādasmā,from the palace (abl-s),from the stairway (abl-s),from the serpent (abl-s),from the parrot (abl-s)
136,dārakasmā,from the child (abl-s),from the pig (abl-s),from the question (abl-s),from the washerman (abl-s)
137,sāṭakasmā,from the garment (abl-s),from the pig (abl-s),from the parrot (abl-s),from the serpent (abl-s)
138,rajakasmā,from the washerman (abl-s),from the fisherman (abl-s),from the lay devotee (abl-s),from the child (abl-s)
139,sappasmā,from the serpent (abl-s),from the fish (abl-s),from the palace (abl-s),from the garment (abl-s)
140,pañhasmā,from the question (abl-s),from the basket (abl-s),from the child (abl-s),from the lay devotee (abl-s)
141,sukasmā,from the parrot (abl-s),from the minister (abl-s),from the garment (abl-s),from the palace (abl-s)
142,suvasmā,from the parrot (abl-s),from the lay devotee (abl-s),from the fisherman (abl-s),from the basket (abl-s)
143,sopānasmā,from the stairway (abl-s),from the palace (abl-s),from the fish (abl-s),from the minister (abl-s)
144,sūkarasmā,from the pig (abl-s),from the child (abl-s),from the basket (abl-s),from the fisherman (abl-s)
145,varāhasmā,from the pig (abl-s),from the garment (abl-s),from the minister (abl-s),from the fish (abl-s)
146,dhīvarehi,from fishermen (abl-p),from washermen (abl-p),from parrots (abl-p),from pigs (abl-p)
147,macchehi,from fish (abl-p),from serpents (abl-p),from stairways (abl-p),from pigs (abl-p)
148,piṭakehi,from baskets (abl-p),from questions (abl-p),from pigs (abl-p),from parrots (abl-p)
149,amaccehi,from ministers (abl-p),from parrots (abl-p),from pigs (abl-p),from stairways (abl-p)
150,upāsakehi,from lay devotees (abl-p),from parrots (abl-p),from washermen (abl-p),from questions (abl-p)
151,pāsādehi,from palaces (abl-p),from stairways (abl-p),from serpents (abl-p),from parrots (abl-p)
152,dārakehi,from children (abl-p),from pigs (abl-p),from questions (abl-p),from washermen (abl-p)
153,sāṭakehi,from garments (abl-p),from pigs (abl-p),from parrots (abl-p),from serpents (abl-p)
154,rajakehi,from washermen (abl-p),from fishermen (abl-p),from lay devotees (abl-p),from children (abl-p)
155,sappehi,from serpents (abl-p),from fish (abl-p),from palaces (abl-p),from garments (abl-p)
156,pañhehi,from questions (abl-p),from baskets (abl-p),from children (abl-p),from lay devotees (abl-p)
157,sukehi,from parrots (abl-p),from ministers (abl-p),from garments (abl-p),from palaces (abl-p)
158,suvehi,from parrots (abl-p),from lay devotees (abl-p),from fishermen (abl-p),from pigs (abl-p)
159,sopānehi,from stairways (abl-p),from palaces (abl-p),from fish (abl-p),from pigs (abl-p)
160,sūkarehi,from pigs (abl-p),from children (abl-p),from baskets (abl-p),from fishermen (abl-p)
161,varāhehi,from pigs (abl-p),from garments (abl-p),from ministers (abl-p),from fish (abl-p)
162,dhīvarā,from the fisherman,from the washerman,from the parrot,from the pig
163,macchā,from the fish,from the serpent,from the stairway,from the pig
164,piṭakā,from the basket,from the question,from the pig,from the parrot
165,amaccā,from the minister,from the parrot,from the pig,from the stairway
166,upāsakā,from the lay devotee,from the parrot,from the washerman,from the question
167,pāsādā,from the palace,from the stairway,from the serpent,from the parrot
168,dārakā,from the child,from the pig,from the question,from the washerman
169,sāṭakā,from the garment,from the pig,from the parrot,from the serpent
170,rajakā,from the washerman,from the fisherman,from the lay devotee,from the child
171,sappā,from the serpent,from the fish,from the palace,from the garment
172,pañhā,from the question,from the basket,from the child,from the lay devotee
173,sukā,from the parrot,from the minister,from the garment,from the palace
174,suvā,from the parrot,from the lay devotee,from the fisherman,from the basket
175,sopānā,from the stairway,from the palace,from the fish,from the minister
176,sūkarā,from the pig,from the child,from the basket,from the fisherman
177,varāhā,from the pig,from the garment,from the minister,from the fish
178,dhīvaramhā,from the fisherman,from the washerman,from the parrot,from the pig
179,macchamhā,from the fish,from the serpent,from the stairway,from the pig
180,piṭakamhā,from the basket,from the question,from the pig,from the parrot
181,amaccamhā,from the minister,from the parrot,from the pig,from the stairway
182,upāsakamhā,from the lay devotee,from the parrot,from the washerman,from the question
183,pāsādamhā,from the palace,from the stairway,from the serpent,from the parrot
184,dārakamhā,from the child,from the pig,from the question,from the washerman
185,sāṭakamhā,from the garment,from the pig,from the parrot,from the serpent
186,rajakamhā,from the washerman,from the fisherman,from the lay devotee,from the child
187,sappamhā,from the serpent,from the fish,from the palace,from the garment
188,pañhamhā,from the question,from the basket,from the child,from the lay devotee
189,sukamhā,from the parrot,from the minister,from the garment,from the palace
190,suvamhā,from the parrot,from the lay devotee,from the fisherman,from the basket
191,sopānamhā,from the stairway,from the palace,from the fish,from the minister
192,sūkaramhā,from the pig,from the child,from the basket,from the fisherman
193,varāhamhā,from the pig,from the garment,from the minister,from the fish
194,dhīvarasmā,from the fisherman,from the washerman,from the parrot,from the pig
195,macchasmā,from the fish,from the serpent,from the stairway,from the pig
196,piṭakasmā,from the basket,from the question,from the pig,from the parrot
197,amaccasmā,from the minister,from the parrot,from the pig,from the stairway
198,upāsakasmā,from the lay devotee,from the parrot,from the washerman,from the question
199,pāsādasmā,from the palace,from the stairway,from the serpent,from the parrot
200,dārakasmā,from the child,from the pig,from the question,from the washerman
201,sāṭakasmā,from the garment,from the pig,from the parrot,from the serpent
202,rajakasmā,from the washerman,from the fisherman,from the lay devotee,from the child
203,sappasmā,from the serpent,from the fish,from the palace,from the garment
204,pañhasmā,from the question,from the basket,from the child,from the lay devotee
205,sukasmā,from the parrot,from the minister,from the garment,from the palace
206,suvasmā,from the parrot,from the lay devotee,from the fisherman,from the basket
207,sopānasmā,from the stairway,from the palace,from the fish,from the minister
208,sūkarasmā,from the pig,from the child,from the basket,from the fisherman
209,varāhasmā,from the pig,from the garment,from the minister,from the fish
210,dhīvarehi,from fishermen,from washermen,from parrots,from pigs
211,macchehi,from fish,from serpents,from stairways,from pigs
212,piṭakehi,from baskets,from questions,from pigs,from parrots
213,amaccehi,from ministers,from parrots,from pigs,from stairways
214,upāsakehi,from lay devotees,from parrots,from washermen,from questions
215,pāsādehi,from palaces,from stairways,from serpents,from parrots
216,dārakehi,from children,from pigs,from questions,from washermen
217,sāṭakehi,from garments,from pigs,from parrots,from serpents
218,rajakehi,from washermen,from fishermen,from lay devotees,from children
219,sappehi,from serpents,from fish,from palaces,from garments
220,pañhehi,from questions,from baskets,from children,from lay devotees
221,sukehi,from parrots,from ministers,from garments,from palaces
222,suvehi,from parrots,from lay devotees,from fishermen,from ministers
223,sopānehi,from stairways,from palaces,from fish,from dogs
224,sūkarehi,from pigs,from children,from baskets,from fishermen
225,varāhehi,from pigs,from garments,from ministers,from fish
