_id,question,answer,incorrect1,incorrect2,incorrect3
49,omniscient one,sabbaññū,pasu,bandhu,sindhu
50,wise man,viññū,ākhu,taru,pharasu
51,philanthropist,vadaññū,ucchu,bahu,bhikkhu
52,benevolent man,atthaññū,veḷu,sindhu,bandhu
53,moderate or abstemious man,mattaññū,kaṭacchu,pharasu,taru
54,monk (nom-s),bhikkhu,"bhikkhū, bhikkhavo",bhikkhunā,bhikkhūhi (bhikkhūbhi)
55,O monk,bhikkhu,"bhikkhū, bhikkhavo","bhikkhuno, bhikkhussa",bhikkhūnaṃ
56,monk (acc-s),bhikkhuṃ,"bhikkhū, bhikkhavo","bhikkhuno, bhikkhussa",bhikkhūnaṃ
57,by means of the monk,bhikkhunā,bhikkhūhi (bhikkhūbhi),"bhikkhumhi, bhikkhusmiṃ",bhikkhūsu
58,from the monk,bhikkhunā,bhikkhūhi (bhikkhūbhi),bhikkhu,"bhikkhū, bhikkhavo"
59,for the monk,"bhikkhuno, bhikkhussa",bhikkhūnaṃ,bhikkhu,"bhikkhū, bhikkhavo"
60,of the monk,"bhikkhuno, bhikkhussa",bhikkhūnaṃ,bhikkhuṃ,"bhikkhū, bhikkhavo"
61,on the monk,"bhikkhumhi, bhikkhusmiṃ",bhikkhūsu,bhikkhunā,bhikkhūhi (bhikkhūbhi)
62,monks (nom-p),"bhikkhū, bhikkhavo",bhikkhu,bhikkhūhi (bhikkhūbhi),bhikkhunā
63,O monks,"bhikkhū, bhikkhavo",bhikkhu,bhikkhūnaṃ,"bhikkhuno, bhikkhussa"
64,monks (acc-p),"bhikkhū, bhikkhavo",bhikkhuṃ,bhikkhūnaṃ,"bhikkhuno, bhikkhussa"
65,by means of the monks,bhikkhūhi (bhikkhūbhi),bhikkhunā,bhikkhūsu,"bhikkhumhi, bhikkhusmiṃ"
66,from the monks,bhikkhūhi (bhikkhūbhi),bhikkhunā,"bhikkhū, bhikkhavo",bhikkhu
67,for the monks,bhikkhūnaṃ,"bhikkhuno, bhikkhussa","bhikkhū, bhikkhavo",bhikkhu
68,of the monks,bhikkhūnaṃ,"bhikkhuno, bhikkhussa","bhikkhū, bhikkhavo",bhikkhuṃ
69,on the monks,bhikkhūsu,"bhikkhumhi, bhikkhusmiṃ",bhikkhūhi (bhikkhūbhi),bhikkhunā
70,omniscient one (nom-s),sabbaññū,"sabbaññū, sabbaññuno",sabbaññunā,sabbaññūhi (sabbaññūbhi)
71,O omniscient one,sabbaññū,"sabbaññū, sabbaññuno","sabbaññuno, sabbaññussa",sabbaññūnaṃ
72,omniscient one (acc-s),sabbaññuṃ,"sabbaññū, sabbaññuno","sabbaññuno, sabbaññussa",sabbaññūnaṃ
73,by means of the omniscient one,sabbaññunā,sabbaññūhi (sabbaññūbhi),"sabbaññumhi, sabbaññusmiṃ",sabbaññūsu
74,from the omniscient one,sabbaññunā,sabbaññūhi (sabbaññūbhi),sabbaññū,"sabbaññū, sabbaññuno"
75,for the omniscient one,"sabbaññuno, sabbaññussa",sabbaññūnaṃ,sabbaññū,"sabbaññū, sabbaññuno"
76,of the omniscient one,"sabbaññuno, sabbaññussa",sabbaññūnaṃ,sabbaññuṃ,"sabbaññū, sabbaññuno"
77,on the omniscient one,"sabbaññumhi, sabbaññusmiṃ",sabbaññūsu,sabbaññunā,sabbaññūhi (sabbaññūbhi)
78,omniscient ones (nom-p),"sabbaññū, sabbaññuno",sabbaññū,sabbaññūhi (sabbaññūbhi),sabbaññunā
79,O omniscient ones,"sabbaññū, sabbaññuno",sabbaññū,sabbaññūnaṃ,"sabbaññuno, sabbaññussa"
80,omniscient ones (acc-p),"sabbaññū, sabbaññuno",sabbaññuṃ,sabbaññūnaṃ,"sabbaññuno, sabbaññussa"
81,by means of the omniscient ones,sabbaññūhi (sabbaññūbhi),sabbaññunā,sabbaññūsu,"sabbaññumhi, sabbaññusmiṃ"
82,from the omniscient ones,sabbaññūhi (sabbaññūbhi),sabbaññunā,"sabbaññū, sabbaññuno",sabbaññū
83,for the omniscient ones,sabbaññūnaṃ,"sabbaññuno, sabbaññussa","sabbaññū, sabbaññuno",sabbaññū
84,of the omniscient ones,sabbaññūnaṃ,"sabbaññuno, sabbaññussa","sabbaññū, sabbaññuno",sabbaññuṃ
85,on the omniscient ones,sabbaññūsu,"sabbaññumhi, sabbaññusmiṃ",sabbaññūhi (sabbaññūbhi),sabbaññunā
