_id,question,answer,incorrect1,incorrect2,incorrect3
52,mitto,friend (nom-s),friends (nom-p),the Buddha (Well-gone) (nom-s),the Buddhas (Well-gone) (nom-p)
53,manussā,"men, human beings (nom-p)","man, human being (nom-s)",friends (nom-p),friend (nom-s)
54,narā,"men, persons (nom-p)","man, person (nom-s)",friends (nom-p),friend (nom-s)
55,purisā,"men, persons (nom-p)","man, person (nom-s)",friends (nom-p),friend (nom-s)
56,kassakā,farmers (nom-p),farmer (nom-s),brahmin (nom-s),brahmins (nom-p)
57,brāhmaṇā,brahmins (nom-p),brahmin (nom-s),son (nom-s),sons (nom-p)
58,puttā,sons (nom-p),son (nom-s),uncle (nom-s),uncles (nom-p)
59,mātulā,uncles (nom-p),uncle (nom-s),boy (nom-s),boys (nom-p)
60,kumārā,boys (nom-p),boy (nom-s),merchant (nom-s),merchants (nom-p)
61,vāṇijā,merchants (nom-p),merchant (nom-s),son (nom-s),sons (nom-p)
62,bhūpālā,kings (nom-p),king (nom-s),uncle (nom-s),uncles (nom-p)
63,sahāyā,friends (nom-p),friend (nom-s),boy (nom-s),boys (nom-p)
64,sahāyakā,friends (nom-p),friend (nom-s),merchant (nom-s),merchants (nom-p)
65,mittā,friends (nom-p),friend (nom-s),king (nom-s),kings (nom-p)
66,bhāsanti,they speak,they run,they come,they go
67,pacanti,they cook,they speak,they run,they come
68,kasanti,they plough,they cook,they speak,they run
69,bhuñjanti,they eat,they plough,they cook,they speak
70,sayanti,they sleep,they eat,they plough,they cook
71,passanti,they see,they sleep,they eat,they plough
72,chindanti,they cut,they see,they sleep,they eat
73,gacchanti,they go,they cut,they see,they sleep
74,āgacchanti,they come,they go,they cut,they see
75,dhāvanti,they run,they come,they go,they cut
