_id,question,answer,incorrect1,incorrect2,incorrect3
16,Brāhmaṇo soṇehi saddhiṃ rukkhe rakkhati.,The brahmin protects the trees with dogs. ,The brahmin protects the trees with stones. ,The brahmin protects the trees with swords. ,The brahmin protects the trees with arrows. 
17,Sugato sāvakehi saha vihāraṃ gacchati.,The Well-Gone goes to the monastery with his disciples. ,The Thus-Gone goes to the monastery with his disciples. ,The Well-Gone goes to the monastery with his disciple. ,The Thus-Gone goes to the monastery with his disciple. 
18,Coro pattena bhattaṃ āharati.,The thief brings rice in a bowl. ,The merchant brings rice in a bowl. ,The beggar brings rice in a bowl. ,The man brings rice in a bowl. 
19,Kumārā saggaṃ gacchanti.,Boys go to heaven. ,Men go to heaven. ,Merchants go to heaven. ,Sons go to heaven. 
20,Paṇḍitā assehi saddhiṃ gāmaṃ dhāvanti.,Wise men run to the village with horses. ,Wise men run to the village with deer. ,Merchants run to the village with horses. ,Farmers run to the village with horses. 
21,Yācako khaggena naraṃ paharati.,The beggar hits the man with a sword. ,The beggars hit the man with a sword. ,The farmers hit the man with a sword. ,The brahmin hits the merchant with a sword. 
22,Bhūpālo sakaṭena dīpe āharati.,The king brings lamps by a cart. ,The king brings rice by a cart. ,The king brings bowls by a cart. ,The kings brings dogs by a cart. 
23,Sigālā maggena dhāvanti.,Jackals run through the road. ,Dogs run through the road. ,Horses run through the road. ,Boys run through the road. 
24,Assā migehi saddhiṃ pabbataṃ dhāvanti.,The horses run to the mountain with deer. ,The jackals run to the mountain with deer. ,The dogs run to the mountain with deer. ,The horses run to the mountain with jackals. 
25,Vāṇijo paṇḍitena saha manusse rakkhati.,"The merchant, with a wise man, protects the people. ","The farmer, with a wise man, protects the people. ","The thief, with a wise man, protects the people. ","The merchant, with a wise man, protects the jackals. "
26,ratho,"vehicle, chariot (nom-s)",carts (nom-p),hands (acc-p),hand (acc-s)
27,sakaṭo,cart (nom-s),hands (nom-p),feet (acc-p),foot (acc-s)
28,hattho,hand (nom-s),feet (nom-p),paths (acc-p),path (acc-s)
29,pādo,foot (nom-s),paths (nom-p),"islands, lamps (acc-p)","island, lamp (acc-s)"
30,maggo,path (nom-s),"islands, lamps (nom-p)",disciples (acc-p),disciple (acc-s)
31,dīpo,"island, lamp (nom-s)",disciples (nom-p),"recluses, monks (acc-p)","recluse, monk (acc-s)"
32,sāvako,disciple (nom-s),"recluses, monks (nom-p)",heavens (acc-p),heaven (acc-s)
33,samaṇo,"recluse, monk (nom-s)",heavens (nom-p),horses (acc-p),horse (acc-s)
34,saggo,heaven (nom-s),horses (nom-p),deer (acc-p),deer (acc-s)
35,asso,horse (nom-s),deer (nom-p),arrows (acc-p),arrow (acc-s)
36,migo,deer (nom-s),arrows (nom-p),"rocks, stones (acc-p)","rock, stone (acc-s)"
37,saro,arrow (nom-s),"rocks, stones (nom-p)",saws (acc-p),saw (acc-s)
38,pāsāṇo,"rock, stone (nom-s)",saws (nom-p),swords (acc-p),sword (acc-s)
39,kakaco,saw (nom-s),swords (nom-p),thieves (acc-p),thief (acc-s)
40,khaggo,sword (nom-s),thieves (nom-p),wise man (acc-p),wise man (acc-s)
41,coro,thief (nom-s),wise men (nom-p),"vehicles, chariots (acc-p)","vehicle, chariot (acc-s)"
42,paṇḍito,wise man (nom-s),"vehicles, chariots (nom-p)",carts (acc-p),cart (acc-s)
43,rathena,"vehicle, chariot (ins-s)",carts (ins-p),hands (acc-p),hand (acc-s)
44,sakaṭena,cart (ins-s),hands (ins-p),feet (acc-p),foot (acc-s)
45,hatthena,hand (ins-s),feet (ins-p),paths (acc-p),path (acc-s)
46,pādena,foot (ins-s),paths (ins-p),"islands, lamps (acc-p)","island, lamp (acc-s)"
47,maggena,path (ins-s),"islands, lamps (ins-p)",disciples (acc-p),disciple (acc-s)
48,dīpena,"island, lamp (ins-s)",disciples (ins-p),"recluses, monks (acc-p)","recluse, monk (acc-s)"
49,sāvakena,disciple (ins-s),"recluses, monks (ins-p)",heavens (acc-p),heaven (acc-s)
50,samaṇena,"recluse, monk (ins-s)",heavens (ins-p),horses (acc-p),horse (acc-s)
51,saggena,heaven (ins-s),horses (ins-p),deer (acc-p),deer (acc-s)
52,assehi,horses (ins-p),deer (ins-s),arrows (acc-p),arrow (acc-s)
53,migehi,deer (ins-p),arrow (ins-s),"rocks, stones (acc-p)","rock, stone (acc-s)"
54,sarehi,arrows (ins-p),"rock, stone (ins-s)",saws (acc-p),saw (acc-s)
55,pāsāṇehi,"rocks, stones (ins-p)",saw (ins-s),swords (acc-p),sword (acc-s)
56,kakacehi,saws (ins-p),sword (ins-s),thieves (acc-p),thief (acc-s)
57,khaggehi,swords (ins-p),thief (ins-s),wise men (acc-p),wise man (acc-s)
58,corehi,thieves (ins-p),wise man (ins-s),"vehicles, chariots (acc-p)","vehicle, chariot (acc-s)"
59,paṇḍitehi,wise men (ins-p),"vehicle, chariot (ins-s)",carts (acc-p),cart (acc-s)
60,assena,with the horse ,by horses ,by cart ,with the saw 
61,migena,by the deer ,by deer ,by hand ,with the sword 
62,sarena,with the arrow ,with arrows ,by foot ,by the thief 
63,pāsāṇena,by the stone ,by rocks ,through the path ,by the wise man 
64,kakacena,with the saw ,with saws ,with the lamp ,with the horse 
65,khaggena,with the sword ,with swords ,by the disciple ,by the deer 
66,corena,by the thief ,by thieves ,by the recluse ,with the arrow 
67,paṇḍitena,by the wise man ,by wise men ,with heaven ,by the stone 
68,rathehi,with vehicles ,by chariot ,by horses ,with lamps 
69,sakaṭehi,with carts ,by cart ,by deer ,by the disciples 
70,hatthehi,with hands ,by hand ,with arrows ,with the monks 
71,pādehi,with feet ,by foot ,by rocks ,by the heavens 
72,maggehi,by the paths ,through the path,with saws ,with vehicles 
73,dīpehi,with lamps ,with the lamp ,with swords ,with carts 
74,sāvakehi,by the disciples ,by the disciple ,by thieves ,with hands 
75,samaṇehi,with the monks ,by the recluse ,by wise men ,with feet 
76,saggehi,by the heavens ,with heaven ,with vehicles ,by the paths 
